"survey_abb";"report_num";"topic_abb";"topic_seq";"topic_header";"unit_num";"old_seq";"topic_level";"invalid";"topic_group";"topic_desc"
"CROP";"13";"PHOLB2";"23";"P2O5 applied in Spring before planting";"49";"23";"";"False";"";"Phosphate (P2O5) in Spring before planting , expressed in Pounds per treated acre"
"CROP";"13";"PHOLB3";"24";"P2O5 applied at planting";"49";"24";"";"False";"";"Phosphate (P2O5) at planting , expressed in Pounds per treated acre"
"CROP";"13";"PHOLB4";"25";"P2O5 applied after planting";"49";"25";"";"False";"";"Phosphate (P2O5) after planting , expressed in Pounds per treated acre"
"CROP";"13";"PHOWHN1";"7";"P2O5 in Fall before planting";"29";"7";"";"False";"";"Phosphate (P2O5) in Fall before planting , expressed in Percent of acres with P"
"CROP";"13";"PHOWHN2";"8";"P2O5 in Spring before planting";"29";"8";"";"False";"";"Phosphate (P2O5) in Spring before planting , expressed in Percent of acres with P"
"CROP";"13";"PHOWHN3";"9";"P2O5 at planting";"29";"9";"";"False";"";"Phosphate (P2O5) at planting , expressed in Percent of acres with P"
"CROP";"13";"PHOWHN4";"10";"P2O5 after planting";"29";"10";"";"False";"";"Phosphate (P2O5) after planting , expressed in Percent of acres with P"
"CROP";"13";"PLACRES";"0";"Planted acres";"18";"0";"";"False";"";"Planted acres , expressed in 1,000 Acres"
"CROP";"13";"POTAC";"11";"Acres treated with K2O";"26";"11";"";"False";"";"Acres treated with Potash (K2O) , expressed as a percent of planted acres"
"CROP";"13";"POTLB";"26";"K2O applied";"49";"26";"";"False";"";"Potash (K2O) applied , expressed in Pounds per treated acre"
"CROP";"13";"POTLB1";"27";"K2O applied in Fall before planting";"49";"27";"";"False";"";"Potash (K2O) in Fall before planting , expressed in Pounds per treated acre"
"CROP";"13";"POTLB2";"28";"K2O applied in Spring before planting";"49";"28";"";"False";"";"Potash (K2O) in Spring before planting , expressed in Pounds per treated acre"
"CROP";"13";"POTLB3";"29";"K2O applied at planting";"49";"29";"";"False";"";"Potash (K2O) at planting , expressed in Pounds per treated acre"
"CROP";"13";"POTLB4";"30";"K2O applied after planting";"49";"30";"";"False";"";"Potash (K2O) after planting , expressed in Pounds per treated acre"
"CROP";"13";"POTWHN1";"12";"K2O in Fall before planting";"30";"12";"";"False";"";"Potash (K2O) in Fall before planting , expressed in Percent of acres with K"
"CROP";"13";"POTWHN2";"13";"K2O in Spring before planting";"30";"13";"";"False";"";"Potash (K2O) in Spring before planting , expressed in Percent of acres with K"
"CROP";"13";"POTWHN3";"14";"K2O at planting";"30";"14";"";"False";"";"Potash (K2O) at planting , expressed in Percent of acres with K"
"CROP";"13";"POTWHN4";"15";"K2O after planting";"30";"15";"";"False";"";"Potash (K2O) after planting , expressed in Percent of acres with K"
"CROP";"14";"F187A3";"3";"Soil-tested for N";"26";"3";"";"False";"";"Soil-tested for Nitrogen (N) , expressed as a percent of planted acres"
"CROP";"14";"F187A4";"4";"Not Soil-tested for N";"26";"4";"";"False";"";"Not Soil-tested for Nitrogen (N) , expressed as a percent of planted acres"
"CROP";"14";"F187K3";"25";"Receiving K2O";"56";"25";"";"False";"";"Receiving Potash (K2O) , expressed in Pounds per treated acre with Nitrogen (N) soil test"
"CROP";"14";"F187K4";"28";"Receiving K2O";"57";"28";"";"False";"";"Receiving Potash (K2O) , expressed in Pounds per treated acre without Nitrogen (N) soil-test"
"CROP";"14";"F187KA3";"13";"Receiving K2O";"52";"13";"";"False";"";"Receiving Potash (K2O) , expressed in Percent of acres soil-tested for Nitrogen (N)"
"CROP";"14";"F187KA4";"16";"Receiving K2O";"53";"16";"";"False";"";"Receiving Potash (K2O) , expressed in Percent of acres not soil-tested for Nitrogen (N)"
"CROP";"14";"F187N3";"23";"Receiving N";"56";"23";"";"False";"";"Receiving Nitrogen (N) , expressed in Pounds per treated acre with Nitrogen (N) soil test"
"CROP";"14";"F187N4";"26";"Receiving N";"57";"26";"";"False";"";"Receiving Nitrogen (N) , expressed in Pounds per treated acre without Nitrogen (N) soil-test"
"CROP";"14";"F187NA3";"11";"Receiving N";"52";"11";"";"False";"";"Receiving Nitrogen (N) , expressed in Percent of acres soil-tested for Nitrogen (N)"
"CROP";"14";"F187NA4";"14";"Receiving N";"53";"14";"";"False";"";"Receiving Nitrogen (N) , expressed in Percent of acres not soil-tested for Nitrogen (N)"
"CROP";"14";"F187P3";"24";"Receiving P2O5";"56";"24";"";"False";"";"Receiving Phosphate (P2O5) , expressed in Pounds per treated acre with Nitrogen (N) soil test"
"CROP";"14";"F187P4";"27";"Receiving P2O5";"57";"27";"";"False";"";"Receiving Phosphate (P2O5) , expressed in Pounds per treated acre without Nitrogen (N) soil-test"
"CROP";"14";"F187PA3";"12";"Receiving P2O5";"52";"12";"";"False";"";"Receiving Phosphate (P2O5) , expressed in Percent of acres soil-tested for Nitrogen (N)"
"CROP";"14";"F187PA4";"15";"Receiving P2O5";"53";"15";"";"False";"";"Receiving Phosphate (P2O5) , expressed in Percent of acres not soil-tested for Nitrogen (N)"
"CROP";"14";"F219A1";"1";"Treated with manure";"26";"1";"";"False";"";"Treated with manure , expressed as a percent of planted acres"
"CROP";"14";"F219A2";"2";"Not treated with manure";"26";"2";"";"False";"";"Not treated with manure , expressed as a percent of planted acres"
"CROP";"14";"F219K1";"19";"Receiving K2O";"54";"19";"";"False";"";"Receiving Potash (K2O) , expressed in Pounds per treated acre with manure"
"CROP";"14";"F219K2";"22";"Receiving K2O";"55";"22";"";"False";"";"Receiving Potash (K2O) , expressed in Pounds per treated acre without manure"
"CROP";"14";"F219KA1";"7";"Receiving K2O";"50";"7";"";"False";"";"Receiving Potash (K2O) , expressed in Percent of acres treated with manure"
"CROP";"14";"F219KA2";"10";"Receiving K2O";"51";"10";"";"False";"";"Receiving Potash (K2O) , expressed in Percent of acres not treated with manure"
"CROP";"14";"F219N1";"17";"Receiving N";"54";"17";"";"False";"";"Receiving Nitrogen (N) , expressed in Pounds per treated acre with manure"
"CROP";"14";"F219N2";"20";"Receiving N";"55";"20";"";"False";"";"Receiving Nitrogen (N) , expressed in Pounds per treated acre without manure"
"CROP";"14";"F219NA1";"5";"Receiving N";"50";"5";"";"False";"";"Receiving Nitrogen (N) , expressed in Percent of acres treated with manure"
"CROP";"14";"F219NA2";"8";"Receiving N";"51";"8";"";"False";"";"Receiving Nitrogen (N) , expressed in Percent of acres not treated with manure"
"CROP";"14";"F219P1";"18";"Receiving P2O5";"54";"18";"";"False";"";"Receiving Phosphate (P2O5) , expressed in Pounds per treated acre with manure"
"CROP";"14";"F219P2";"21";"Receiving P2O5";"55";"21";"";"False";"";"Receiving Phosphate (P2O5) , expressed in Pounds per treated acre without manure"
"CROP";"14";"F219PA1";"6";"Receiving P2O5";"50";"6";"";"False";"";"Receiving Phosphate (P2O5) , expressed in Percent of acres treated with manure"
"CROP";"14";"F219PA2";"9";"Receiving P2O5";"51";"9";"";"False";"";"Receiving Phosphate (P2O5) , expressed in Percent of acres not treated with manure"
"CROP";"14";"MANACRS";"30";"Treated with manure";"26";"";"";"False";"";"Treated with manure , expressed as a percent of planted acres"
"CROP";"14";"PLACRES";"0";"Planted acres";"18";"0";"";"False";"";"Planted acres , expressed in 1,000 Acres"
"CROP";"15";"HRBAC22";"1";"Herbicide acre-treatments";"18";"1";"";"False";"";"Herbicide acre-treatments , expressed in 1,000 Acres"
"CROP";"15";"HRBACC9";"19";"Custom herbicide acre-treatments";"18";"19";"";"False";"";"Custom herbicide acre-treatments , expressed in 1,000 Acres"
"CROP";"15";"HRBACN9";"10";"Non-custom herbicide acre-treatments";"18";"10";"";"False";"";"Non-custom herbicide acre-treatments , expressed in 1,000 Acres"
"CROP";"15";"HRBHW1";"2";"Broadcast with incorp.";"27";"2";"";"False";"";"Broadcast with incorp. , expressed in Percent of herbicide acre-treatments"
"CROP";"15";"HRBHW11";"11";"Non-custom broadcast w/ incorp";"41";"1";"2";"False";"";"Non-custom broadcast w/ incorp , expressed in Percent of non-custom herbicide acre-treatments"
"CROP";"15";"HRBHW12";"20";"Custom broadcast w/ incorp.";"42";"0";"2";"False";"";"Custom broadcast w/ incorp. , expressed in Percent of custom herbicide acre-treatments"
"CROP";"15";"HRBHW2";"3";"Broadcast without incorp.";"27";"3";"";"False";"";"Broadcast without incorp. , expressed in Percent of herbicide acre-treatments"
"CROP";"15";"HRBHW21";"12";"Non-custom broadcast w/o incorp.";"41";"2";"2";"False";"";"Non-custom broadcast w/o incorp. , expressed in Percent of non-custom herbicide acre-treatments"
"CROP";"15";"HRBHW22";"21";"Custom broadcast w/o incorp.";"42";"1";"2";"False";"";"Custom broadcast w/o incorp. , expressed in Percent of custom herbicide acre-treatments"
"CROP";"15";"HRBHW3";"4";"Broadcast by air";"27";"4";"";"False";"";"Broadcast by air , expressed in Percent of herbicide acre-treatments"
"CROP";"15";"HRBHW31";"13";"Non-custom broadcast by air";"41";"3";"2";"False";"";"Non-custom broadcast by air , expressed in Percent of non-custom herbicide acre-treatments"
"CROP";"15";"HRBHW32";"22";"Custom broadcast by air";"42";"2";"2";"False";"";"Custom broadcast by air , expressed in Percent of custom herbicide acre-treatments"
"CROP";"15";"HRBHW4";"5";"In seed furrow";"27";"5";"";"False";"";"In seed furrow , expressed in Percent of herbicide acre-treatments"
"CROP";"15";"HRBHW41";"14";"Non-custom in seed furrow";"41";"4";"2";"False";"";"Non-custom in seed furrow , expressed in Percent of non-custom herbicide acre-treatments"
"CROP";"15";"HRBHW42";"23";"Custom in seed furrow";"42";"3";"2";"False";"";"Custom in seed furrow , expressed in Percent of custom herbicide acre-treatments"
"CROP";"15";"HRBHW5";"6";"In irrigation water";"27";"6";"";"False";"";"In irrigation water , expressed in Percent of herbicide acre-treatments"
"CROP";"15";"HRBHW51";"15";"Non-custom in irrigation water";"41";"5";"2";"False";"";"Non-custom in irrigation water , expressed in Percent of non-custom herbicide acre-treatments"
"CROP";"15";"HRBHW6";"7";"Chiseled/injected/knifed in";"27";"7";"";"False";"";"Chiseled/injected/knifed in , expressed in Percent of herbicide acre-treatments"
"CROP";"15";"HRBHW61";"16";"Non-custom chiseled/injected/knifed in";"41";"6";"2";"False";"";"Non-custom chiseled/injected/knifed in , expressed in Percent of non-custom herbicide acre-treatments"
"CROP";"15";"HRBHW62";"25";"Custom chiseled/injected/knifed in";"42";"5";"2";"False";"";"Custom chiseled/injected/knifed in , expressed in Percent of custom herbicide acre-treatments"
"CROP";"15";"HRBHW7";"8";"Banded/side-dressed";"27";"8";"";"False";"";"Banded/side-dressed , expressed in Percent of herbicide acre-treatments"
"CROP";"15";"HRBHW71";"17";"Non-custom banded/side dressed";"41";"7";"2";"False";"";"Non-custom banded/side dressed , expressed in Percent of non-custom herbicide acre-treatments"
"CROP";"15";"HRBHW72";"24";"Custom banded/side dressed";"42";"6";"2";"False";"";"Custom banded/side dressed , expressed in Percent of custom herbicide acre-treatments"
"CROP";"15";"HRBHW8";"9";"Foliar or directed spray";"27";"9";"";"False";"";"Foliar or directed spray , expressed in Percent of herbicide acre-treatments"
"CROP";"15";"HRBHW81";"18";"Non-custom foliar or directed spray";"41";"8";"2";"False";"";"Non-custom foliar or directed spray , expressed in Percent of non-custom herbicide acre-treatments"
"CROP";"15";"HRBHW82";"26";"Custom foliar or directed spray";"42";"7";"2";"False";"";"Custom foliar or directed spray , expressed in Percent of custom herbicide acre-treatments"
"CROP";"15";"PLACRES";"0";"Planted acres";"18";"0";"";"False";"";"Planted acres , expressed in 1,000 Acres"
"CROP";"16";"INSAC9";"1";"Insecticide acre-treatments";"18";"1";"";"False";"";"Insecticide acre-treatments , expressed in 1,000 Acres"
"CROP";"16";"INSACC9";"19";"Custom insecticide acre-treatments";"18";"19";"";"False";"";"Custom insecticide acre-treatments , expressed in 1,000 Acres"
"CROP";"16";"INSACN9";"10";"Non-custom insecticide acre-treatments";"18";"10";"";"False";"";"Non-custom insecticide acre-treatments , expressed in 1,000 Acres"
"CROP";"16";"INSHW1";"2";"Broadcast with incorp.";"39";"2";"";"False";"";"Broadcast with incorp. , expressed in Percent of insecticide acre-treatments"
"CROP";"16";"INSHW11";"11";"Non-custom broadcast w/ incorp. (%of non-cust insecticide acre-treatment)";"43";"11";"";"False";"";"Non-custom broadcast w/ incorp. (%of non-cust insecticide acre-treatment) , expressed in Percent of non-custom insecticide acre-treatments"
"CROP";"16";"INSHW12";"20";"Custom broadcast w/ incorp. (%of custom insecticide acre-treatment)";"44";"20";"";"False";"";"Custom broadcast w/ incorp. (%of custom insecticide acre-treatment) , expressed in Percent of custom insecticide acre-treatments"
"CROP";"16";"INSHW2";"3";"Broadcast without incorp.";"39";"3";"";"False";"";"Broadcast without incorp. , expressed in Percent of insecticide acre-treatments"
"CROP";"16";"INSHW21";"12";"Non-custom broadcast w/o incorp. (%of non-cust insecticide acre-treatment)";"43";"12";"";"False";"";"Non-custom broadcast w/o incorp. (%of non-cust insecticide acre-treatment) , expressed in Percent of non-custom insecticide acre-treatments"
"CROP";"16";"INSHW22";"21";"Custom broadcast w/o incorp. (%of custom insecticide acre-treatment)";"44";"21";"";"False";"";"Custom broadcast w/o incorp. (%of custom insecticide acre-treatment) , expressed in Percent of custom insecticide acre-treatments"
"CROP";"16";"INSHW3";"4";"Broadcast by air";"39";"4";"";"False";"";"Broadcast by air , expressed in Percent of insecticide acre-treatments"
"CROP";"16";"INSHW31";"13";"Non-custom broadcast by air (%of non-cust insecticide acre-treatment)";"43";"13";"";"False";"";"Non-custom broadcast by air (%of non-cust insecticide acre-treatment) , expressed in Percent of non-custom insecticide acre-treatments"
"CROP";"16";"INSHW32";"22";"Custom broadcast by air (%of custom insecticide acre-treatment)";"44";"22";"";"False";"";"Custom broadcast by air (%of custom insecticide acre-treatment) , expressed in Percent of custom insecticide acre-treatments"
"CROP";"16";"INSHW4";"5";"In seed furrow";"39";"5";"";"False";"";"In seed furrow , expressed in Percent of insecticide acre-treatments"
"CROP";"16";"INSHW41";"14";"Non-custom in seed furrow (%of non-cust insecticide acre-treatment)";"43";"14";"";"False";"";"Non-custom in seed furrow (%of non-cust insecticide acre-treatment) , expressed in Percent of non-custom insecticide acre-treatments"
"CROP";"16";"INSHW42";"23";"Custom in seed furrow (%of custom insecticide acre-treatment)";"44";"23";"";"False";"";"Custom in seed furrow (%of custom insecticide acre-treatment) , expressed in Percent of custom insecticide acre-treatments"
"CROP";"16";"INSHW5";"6";"In irrigation water";"39";"6";"";"False";"";"In irrigation water , expressed in Percent of insecticide acre-treatments"
"CROP";"16";"INSHW51";"15";"Non-custom in irrigation water (%of non-cust insecticide acre-treatment)";"43";"15";"";"False";"";"Non-custom in irrigation water (%of non-cust insecticide acre-treatment) , expressed in Percent of non-custom insecticide acre-treatments"
"CROP";"16";"INSHW6";"7";"Chiseled/injected/knifed in";"39";"7";"";"False";"";"Chiseled/injected/knifed in , expressed in Percent of insecticide acre-treatments"
"CROP";"16";"INSHW61";"16";"Non-custom chiseled/injected/knifed in (%of non-cust insecticide acre-treatment)";"43";"16";"";"False";"";""
"CROP";"16";"INSHW62";"25";"Custom chiseled/injected/knifed in (%of custom insecticide acre-treatment)";"44";"25";"";"False";"";"Custom chiseled/injected/knifed in (%of custom insecticide acre-treatment) , expressed in Percent of custom insecticide acre-treatments"
"CROP";"16";"INSHW7";"8";"Banded/side-dressed";"39";"8";"";"False";"";"Banded/side-dressed , expressed in Percent of insecticide acre-treatments"
"CROP";"16";"INSHW71";"17";"Non-custom banded/side dressed (%of non-cust insecticide acre-treatment)";"43";"17";"";"False";"";"Non-custom banded/side dressed (%of non-cust insecticide acre-treatment) , expressed in Percent of non-custom insecticide acre-treatments"
"CROP";"16";"INSHW72";"26";"Custom banded/side dressed (%of custom insecticide acre-treatment)";"44";"26";"";"False";"";"Custom banded/side dressed (%of custom insecticide acre-treatment) , expressed in Percent of custom insecticide acre-treatments"
"CROP";"16";"INSHW8";"9";"Foliar or directed spray";"39";"9";"";"False";"";"Foliar or directed spray , expressed in Percent of insecticide acre-treatments"
"CROP";"16";"INSHW81";"18";"Non-custom foliar or directed spray (%of non-cust insecticide acre-treatment)";"43";"18";"";"False";"";"Non-custom foliar or directed spray (%of non-cust insecticide acre-treatment) , expressed in Percent of non-custom insecticide acre-treatments"
"CROP";"16";"INSHW82";"27";"Custom foliar or directed spray (%of custom insecticide acre-treatment";"44";"27";"";"False";"";"Custom foliar or directed spray (%of custom insecticide acre-treatment , expressed in Percent of custom insecticide acre-treatments"
"CROP";"16";"PLACRES";"0";"Planted acres";"18";"0";"";"False";"";"Planted acres , expressed in 1,000 Acres"
"CROP";"17";"ANYINS";"1";"Crop insurance coverage (federal or private)";"26";"";"";"False";"";"Crop insurance coverage (federal or private) , expressed as a percent of planted acres"
"CROP";"17";"APH";"12";"Approved Actual Production History (APH)";"10";"";"4";"False";"";"Approved Actual Production History (APH) , expressed in Bushels per planted acre"
"CROP";"17";"BASIC";"5";"Federal basic catastrophic (CAT) coverage";"85";"";"4";"False";"";"Federal basic catastrophic (CAT) coverage , expressed in percent of acres w/ federal crop insurance"
"CROP";"17";"BUYUP";"6";"Federal basic CAT + buyup";"85";"";"4";"False";"";"Federal basic CAT + buyup , expressed in percent of acres w/ federal crop insurance"
"CROP";"17";"FEDINS";"4";"Federal crop insurance coverage";"26";"";"";"False";"";"Federal crop insurance coverage , expressed as a percent of planted acres"
"CROP";"17";"FEDONLY";"9";"Only Federal coverage";"85";"";"4";"False";"";"Only Federal coverage , expressed in percent of acres w/ federal crop insurance"
"CROP";"17";"FEDPAY";"10";"Received Federal indemnity payments";"85";"";"4";"False";"";"Received Federal indemnity payments , expressed in percent of acres w/ federal crop insurance"
"CROP";"17";"FEDPREM";"11";"Average premium paid for federal crop insurance";"24";"";"4";"False";"";"Average premium paid for federal crop insurance , expressed in Dollars per acre"
"CROP";"17";"FPPAY";"2";"Received indemnity payments (federal or private)";"87";"";"4";"False";"";"Received indemnity payments (federal or private) , expressed in percent of acres w/ any crop insurance"
"CROP";"17";"NOFPPAY";"3";"Received no indemnity payments (federal or private)";"87";"";"4";"False";"";"Received no indemnity payments (federal or private) , expressed in percent of acres w/ any crop insurance"
"CROP";"17";"OFED";"8";"Other Federal coverage";"85";"";"4";"False";"";"Other Federal coverage , expressed in percent of acres w/ federal crop insurance"
"CROP";"17";"PLACRES";"0";"Planted acres";"18";"";"";"False";"";"Planted acres , expressed in 1,000 Acres"
"CROP";"17";"PRIVINS";"13";"Private crop insurance coverage";"26";"";"";"False";"";"Private crop insurance coverage , expressed as a percent of planted acres"
"CROP";"17";"PRIVPAY";"14";"Received private indemnity payments";"86";"";"4";"False";"";"Received private indemnity payments , expressed in percent of acres w/ private crop insurance"
"CROP";"17";"REV";"7";"Federal revenue coverage";"85";"";"4";"False";"";"Federal revenue coverage , expressed in percent of acres w/ federal crop insurance"
"CROP";"18";"DISALNUM";"28";"Distance traveled by manure used";"60";"28";"";"False";"";"Distance traveled by manure used , expressed in Miles"
"CROP";"18";"DISOFNUM";"26";"Distance traveled by manure obtained off the operation";"60";"26";"";"False";"";"Distance traveled by manure obtained off the operation , expressed in Miles"
"CROP";"18";"DISONNUM";"27";"Distance traveled by manure produced by the operation";"60";"27";"";"False";"";"Distance traveled by manure produced by the operation , expressed in Miles"
"CROP";"18";"MANACRS";"1";"Treated with manure";"26";"1";"";"False";"";"Treated with manure , expressed as a percent of planted acres"
"CROP";"18";"MANAPP";"2";"Tons Applied";"58";"2";"";"False";"";"Tons Applied , expressed in Tons per treated acre"
"CROP";"18";"MANARI";"25";"Application Rate Influenced By Restrictions";"65";"25";"";"False";"";"Application Rate Influenced By Restrictions , expressed in Application Rate Influenced Pct of Treated Acres"
"CROP";"18";"MANDAL";"8";"All Manure";"64";"8";"";"False";"";"All Manure , expressed in Manure Source Pct of Treated Acres"
"CROP";"18";"MANDOF";"7";"Manure Produced off the Operation";"64";"7";"";"False";"";"Manure Produced off the Operation , expressed in Manure Source Pct of Treated Acres"
"CROP";"18";"MANDON";"6";"Manure Produced on the Operation";"64";"6";"";"False";"";"Manure Produced on the Operation , expressed in Manure Source Pct of Treated Acres"
"CROP";"18";"MANMBI";"13";"Broadcast or Sprayed with incorporation";"63";"13";"";"False";"";"Broadcast or Sprayed with incorporation , expressed in Application Method Pct of Manured Acres"
"CROP";"18";"MANMBS";"12";"Broadcast w/out Incorporation";"63";"12";"";"False";"";"Broadcast w/out Incorporation , expressed in Application Method Pct of Manured Acres"
"CROP";"18";"MANMII";"14";"Injected/knifed in";"63";"14";"";"False";"";"Injected/knifed in , expressed in Application Method Pct of Manured Acres"
"CROP";"18";"MANMIS";"15";"Sprayed using irrigation systems";"63";"15";"";"False";"";"Sprayed using irrigation systems , expressed in Application Method Pct of Manured Acres"
"CROP";"18";"MANOBC";"24";"Obtained with compensation";"64";"24";"";"False";"";"Obtained with compensation , expressed in Manure Source Pct of Treated Acres"
"CROP";"18";"MANOBF";"23";"Obtained at no cost off this operation";"64";"23";"";"False";"";"Obtained at no cost off this operation , expressed in Manure Source Pct of Treated Acres"
"CROP";"18";"MANOBO";"21";"Produced on this operation";"64";"21";"";"False";"";"Produced on this operation , expressed in Manure Source Pct of Treated Acres"
"CROP";"18";"MANOBP";"22";"Purchased";"64";"22";"";"False";"";"Purchased , expressed in Manure Source Pct of Treated Acres"
"CROP";"18";"MANSBC";"16";"Beef cattle";"61";"16";"";"False";"";"Beef cattle , expressed in Manure Type Pct of Treated Acres"
"CROP";"18";"MANSDC";"17";"Dairy cattle";"61";"17";"";"False";"";"Dairy cattle , expressed in Manure Type Pct of Treated Acres"
"CROP";"18";"MANSHO";"18";"Hogs";"61";"18";"";"False";"";"Hogs , expressed in Manure Type Pct of Treated Acres"
"CROP";"18";"MANSLL";"11";"Lagoon liquid";"62";"11";"";"False";"";"Lagoon liquid , expressed in Manure State Pct of Treated Acres"
"CROP";"18";"MANSOT";"20";"Other";"61";"20";"";"False";"";"Other , expressed in Manure Type Pct of Treated Acres"
"CROP";"18";"MANSPO";"19";"Poultry";"61";"19";"";"False";"";"Poultry , expressed in Manure Type Pct of Treated Acres"
"CROP";"18";"MANSSD";"10";"Semi-dry or Dry";"62";"10";"";"False";"";"Semi-dry or Dry , expressed in Manure State Pct of Treated Acres"
"CROP";"18";"MANSSL";"9";"Slurry Liquid";"62";"9";"";"False";"";"Slurry Liquid , expressed in Manure State Pct of Treated Acres"
"CROP";"18";"MANTPA";"5";"Pct of manure applied after planting";"4";"5";"";"False";"";"Pct of manure applied after planting , expressed as a Percent"
"CROP";"18";"MANTPF";"3";"Pct of manure applied in the fall before planting";"4";"3";"";"False";"";"Pct of manure applied in the fall before planting , expressed as a Percent"
"CROP";"18";"MANTPS";"4";"Percent of Manure applied in the spring before planting";"4";"4";"";"False";"";"Percent of Manure applied in the spring before planting , expressed as a Percent"
"CROP";"18";"PLACRES";"0";"Planted acres";"18";"0";"";"False";"";"Planted acres , expressed in 1,000 Acres"
"CROP";"19";"GPSUSED";"9";"GPS Device Used to Create Soil Properties Map";"26";"9";"";"False";"";"Global Positioning System Device Used to Create Soil Properties Map , expressed as a percent of planted acres"
"CROP";"19";"GPSUSED1";"8";"Soil properties map based on: Soil test";"26";"8";"0";"False";"";"Soil properties map based on: Soil test , expressed as a percent of planted acres"
"CROP";"19";"GPSUSED2";"10";"Soil properties map based on: Electrical conductivity";"26";"10";"0";"False";"";"Soil properties map based on: Electrical conductivity , expressed as a percent of planted acres"
"CROP";"19";"GPSUSED3";"11";"Soil properties map based on: Other";"26";"11";"0";"False";"";"Soil properties map based on: Other , expressed as a percent of planted acres"
"CROP";"19";"GSYSUSED";"21";"Guidance or AutoSteering System Used";"26";"21";"";"False";"";"Guidance or AutoSteering System Used , expressed as a percent of planted acres"
"CROP";"19";"IMAGE";"12";"Aerial or Satellite Image Made";"26";"12";"";"False";"";"Aerial or Satellite Image Made , expressed as a percent of planted acres"
"CROP";"19";"PAUSED";"1";"Precision Agriculture Used";"26";"1";"";"False";"";"Precision Agriculture Used , expressed as a percent of planted acres"
"CROP";"19";"PLACRES";"0";"Planted acres";"18";"0";"";"False";"";"Planted acres , expressed in 1,000 Acres"
"CROP";"19";"VRTUSED";"13";"VRT used for Any Purpose";"26";"13";"";"False";"";"Variable Rate Technology used for Any Purpose , expressed as a percent of planted acres"
"CROP";"19";"VRTUSED1";"14";"VRT used for Any Fertilizing";"26";"14";"";"False";"";"Variable Rate Technology used for Any Fertilizing , expressed as a percent of planted acres"
"CROP";"19";"VRTUSED2";"15";"VRT used for Nitrogen Application";"26";"15";"";"False";"";"Variable Rate Technology used for Nitrogen Application , expressed as a percent of planted acres"
"CROP";"19";"VRTUSED3";"16";"VRT used for Phosphorus Application";"26";"16";"";"False";"";"Variable Rate Technology used for Phosphorus Application , expressed as a percent of planted acres"
"CROP";"19";"VRTUSED4";"17";"VRT used for Potash Application";"26";"17";"";"False";"";"Variable Rate Technology used for Potash Application , expressed as a percent of planted acres"
"CROP";"19";"VRTUSED5";"18";"VRT used for other application";"26";"18";"";"False";"";"Variable Rate Technology used for other application , expressed as a percent of planted acres"
"CROP";"19";"VRTUSED6";"19";"VRT used for Seeding";"26";"19";"";"False";"";"Variable Rate Technology used for Seeding , expressed as a percent of planted acres"
"CROP";"19";"VRTUSED7";"20";"VRT used for Pesticide Application";"26";"20";"";"False";"";"Variable Rate Technology used for Pesticide Application , expressed as a percent of planted acres"
"CROP";"19";"YMUSED";"2";"Yield Monitor Used";"26";"2";"";"False";"";"Yield Monitor Used , expressed as a percent of planted acres"
"CROP";"19";"YMUSED1";"3";"Yield Map Created";"26";"3";"";"False";"";"Yield Map Created , expressed as a percent of planted acres"
"CROP";"19";"YMUSED2";"4";"Yield Monitor Information Uses: Monitor Crop Moisture";"26";"4";"0";"False";"";"Yield Monitor Information Uses: Monitor Crop Moisture , expressed as a percent of planted acres"
"CROP";"19";"YMUSED3";"5";"Yield Monitor Information Uses: Conduct Experiments";"26";"5";"0";"False";"";"Yield Monitor Information Uses: Conduct Experiments , expressed as a percent of planted acres"
"CROP";"19";"YMUSED4";"6";"Yield Monitor Information Uses: Document Yield";"26";"6";"0";"False";"";"Yield Monitor Information Uses: Document Yield , expressed as a percent of planted acres"
"CROP";"19";"YMUSED5";"7";"Yield Monitor Information Uses: Other Uses";"26";"7";"0";"False";"";"Yield Monitor Information Uses: Other Uses , expressed as a percent of planted acres"
"FINANCE";"1";"ACCROP";"4";"  Assets: Crop inventory";"88";"3";"2";"False";"";"The market value of all crops owned by the operation whether stored on or off the farm.  Crops under Commodity Credit Corporation loans are not included, however crops in storage which have been redeemed from CCC loan are included."
"FINANCE";"1";"ACGROW";"6";"  Assets: Cash invested in growing crops";"88";"5";"2";"False";"";"Represents the amount of sunk costs for cover crops or crops not yet harvested."
"FINANCE";"1";"ACINPT";"5";"  Assets: Purchased inputs";"88";"4";"2";"False";"";"The value of unused supplies of purchased inputs such as seed, feed, chemicals, fuels, and fertilizers."
"FINANCE";"1";"ACLIV";"3";"  Assets: Livestock inventory";"88";"2";"2";"False";"";"The market value of livestock and poultry on hand that are owned by the farm operation, excluding animals held for breeding purposes.  Animals that are owned for pleasure are not included.  Livestock or poultry that is owned by the operation, but being raised by another operation under a contract are included."
"FINANCE";"1";"ACOTHR";"8";"  Assets: Other";"88";"7";"2";"False";"";"The value of all stock in Federal Land Banks, Production Credit Associations, Agricultural Credit Associations, and other farm cooperatives: accounts receivable (including Government payments due): hedging account balances: certificates of deposit: checking and savings balances: and any other financial assets of the farm business."
"FINANCE";"1";"ACPRPINS";"7";"  Assets: Prepaid insurance";"88";"6";"2";"False";"";"Outlays for insurance coverage made in the past that are not completely used up."
